"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","197","Try to delete meme by its id without auth token","tests","Thu Nov 20 17:01:46 UTC 2025","passed","Thu Nov 20 17:01:46 UTC 2025","TestDeleteMeme","test_delete_meme","",""
"","183","Try to read all memes without auth token","tests","Thu Nov 20 17:01:46 UTC 2025","passed","Thu Nov 20 17:01:46 UTC 2025","TestReadMeme","test_read_meme","",""
"","487","Successful authorization","tests","Thu Nov 20 17:01:43 UTC 2025","passed","Thu Nov 20 17:01:43 UTC 2025","TestAuth","test_authorization","",""
"","185","Try to delete another user meme","tests","Thu Nov 20 17:01:46 UTC 2025","passed","Thu Nov 20 17:01:46 UTC 2025","TestDeleteMeme","test_delete_meme","",""
"","217","Try to fully update (replace) meme with wrong url","tests","Thu Nov 20 17:01:50 UTC 2025","passed","Thu Nov 20 17:01:50 UTC 2025","TestUpdateMeme","test_update_meme","",""
"","280","Try to create a meme with wrong url","tests","Thu Nov 20 17:01:44 UTC 2025","passed","Thu Nov 20 17:01:44 UTC 2025","TestCreateMeme","test_create_meme","",""
"","197","Try to create a meme with invalid data","tests","Thu Nov 20 17:01:45 UTC 2025","passed","Thu Nov 20 17:01:45 UTC 2025","TestCreateMeme","test_create_meme","",""
"","198","Try to create a meme without auth token","tests","Thu Nov 20 17:01:44 UTC 2025","passed","Thu Nov 20 17:01:45 UTC 2025","TestCreateMeme","test_create_meme","",""
"","197","Try to fully update another user meme","tests","Thu Nov 20 17:01:50 UTC 2025","passed","Thu Nov 20 17:01:50 UTC 2025","TestUpdateMeme","test_update_meme","",""
"","209","Try to delete meme with unexisting id","tests","Thu Nov 20 17:01:46 UTC 2025","passed","Thu Nov 20 17:01:46 UTC 2025","TestDeleteMeme","test_delete_meme","",""
"","305","Try to create a meme with invalid data","tests","Thu Nov 20 17:01:44 UTC 2025","passed","Thu Nov 20 17:01:45 UTC 2025","TestCreateMeme","test_create_meme","",""
"","188","Try to fully update (replace) meme with invalid data","tests","Thu Nov 20 17:01:51 UTC 2025","passed","Thu Nov 20 17:01:52 UTC 2025","TestUpdateMeme","test_update_meme","",""
