"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","244","Try to delete another user meme","tests","Sun Dec 07 20:03:06 UTC 2025","passed","Sun Dec 07 20:03:06 UTC 2025","TestDeleteMeme","test_delete_meme","",""
"","239","Try to read meme by string id","tests","Sun Dec 07 20:03:08 UTC 2025","passed","Sun Dec 07 20:03:09 UTC 2025","TestReadMeme","test_read_meme","",""
"","694","Successful authorization","tests","Sun Dec 07 20:03:02 UTC 2025","passed","Sun Dec 07 20:03:02 UTC 2025","TestAuth","test_authorization","",""
"","255","Try to fully update another user meme","tests","Sun Dec 07 20:03:10 UTC 2025","passed","Sun Dec 07 20:03:10 UTC 2025","TestUpdateMeme","test_update_meme","",""
"","278","Successfully create a meme","tests","Sun Dec 07 20:03:03 UTC 2025","passed","Sun Dec 07 20:03:04 UTC 2025","TestCreateMeme","test_create_meme","",""
"","235","Successfully update (replace) meme","tests","Sun Dec 07 20:03:09 UTC 2025","passed","Sun Dec 07 20:03:09 UTC 2025","TestUpdateMeme","test_update_meme","",""
"","681","Successful authorization","tests","Sun Dec 07 20:03:02 UTC 2025","passed","Sun Dec 07 20:03:02 UTC 2025","TestAuth","test_authorization","",""
"","248","Try to fully update (replace) meme without auth token","tests","Sun Dec 07 20:03:10 UTC 2025","passed","Sun Dec 07 20:03:10 UTC 2025","TestUpdateMeme","test_update_meme","",""
"","359","Successfully create a meme","tests","Sun Dec 07 20:03:04 UTC 2025","passed","Sun Dec 07 20:03:04 UTC 2025","TestCreateMeme","test_create_meme","",""
"","246","Try to delete meme by its id without auth token","tests","Sun Dec 07 20:03:07 UTC 2025","passed","Sun Dec 07 20:03:07 UTC 2025","TestDeleteMeme","test_delete_meme","",""
"","245","Try to delete meme with unexisting id","tests","Sun Dec 07 20:03:06 UTC 2025","passed","Sun Dec 07 20:03:06 UTC 2025","TestDeleteMeme","test_delete_meme","",""
"","632","Successful authorization","tests","Sun Dec 07 20:03:02 UTC 2025","passed","Sun Dec 07 20:03:03 UTC 2025","TestAuth","test_authorization","",""
"","247","Try to delete meme by its id with wrong url","tests","Sun Dec 07 20:03:06 UTC 2025","passed","Sun Dec 07 20:03:06 UTC 2025","TestDeleteMeme","test_delete_meme","",""
"","297","Try to read all memes with wrong url","tests","Sun Dec 07 20:03:07 UTC 2025","passed","Sun Dec 07 20:03:07 UTC 2025","TestReadMeme","test_read_meme","",""
"","238","Try to fully update (replace) meme with wrong url","tests","Sun Dec 07 20:03:10 UTC 2025","passed","Sun Dec 07 20:03:10 UTC 2025","TestUpdateMeme","test_update_meme","",""
"","341","Try to create a meme with invalid data","tests","Sun Dec 07 20:03:04 UTC 2025","passed","Sun Dec 07 20:03:05 UTC 2025","TestCreateMeme","test_create_meme","",""
"","343","Successfully create a meme","tests","Sun Dec 07 20:03:02 UTC 2025","passed","Sun Dec 07 20:03:03 UTC 2025","TestCreateMeme","test_create_meme","",""
"","244","Try to fully update (replace) meme with invalid data","tests","Sun Dec 07 20:03:11 UTC 2025","passed","Sun Dec 07 20:03:11 UTC 2025","TestUpdateMeme","test_update_meme","",""
"","246","Try to fully update (replace) meme with invalid data","tests","Sun Dec 07 20:03:12 UTC 2025","passed","Sun Dec 07 20:03:12 UTC 2025","TestUpdateMeme","test_update_meme","",""
"","390","Try to read all memes without auth token","tests","Sun Dec 07 20:03:06 UTC 2025","passed","Sun Dec 07 20:03:06 UTC 2025","TestReadMeme","test_read_meme","",""
"","246","Try to create a meme with invalid data","tests","Sun Dec 07 20:03:05 UTC 2025","passed","Sun Dec 07 20:03:05 UTC 2025","TestCreateMeme","test_create_meme","",""
"","235","Try to fully update (replace) meme with invalid data","tests","Sun Dec 07 20:03:11 UTC 2025","passed","Sun Dec 07 20:03:11 UTC 2025","TestUpdateMeme","test_update_meme","",""
"","692","Successful authorization","tests","Sun Dec 07 20:03:02 UTC 2025","passed","Sun Dec 07 20:03:02 UTC 2025","TestAuth","test_authorization","",""
"","925","Successfully read all memes","tests","Sun Dec 07 20:03:07 UTC 2025","passed","Sun Dec 07 20:03:08 UTC 2025","TestReadMeme","test_read_meme","",""
"","643","Successful authorization","tests","Sun Dec 07 20:03:02 UTC 2025","passed","Sun Dec 07 20:03:03 UTC 2025","TestAuth","test_authorization","",""
"","243","Try to read meme by id with wrong url","tests","Sun Dec 07 20:03:08 UTC 2025","passed","Sun Dec 07 20:03:09 UTC 2025","TestReadMeme","test_read_meme","",""
"","353","Unsuccessful authorization without necessary auth data","tests","Sun Dec 07 20:03:02 UTC 2025","passed","Sun Dec 07 20:03:03 UTC 2025","TestAuth","test_authorization","",""
"","588","Successfully delete meme by its id","tests","Sun Dec 07 20:03:06 UTC 2025","passed","Sun Dec 07 20:03:06 UTC 2025","TestDeleteMeme","test_delete_meme","",""
"","257","Successfully read meme by its id","tests","Sun Dec 07 20:03:07 UTC 2025","passed","Sun Dec 07 20:03:07 UTC 2025","TestReadMeme","test_read_meme","",""
"","256","Try to read meme by id without auth token","tests","Sun Dec 07 20:03:08 UTC 2025","passed","Sun Dec 07 20:03:09 UTC 2025","TestReadMeme","test_read_meme","",""
"","237","Try to create a meme without auth token","tests","Sun Dec 07 20:03:04 UTC 2025","passed","Sun Dec 07 20:03:04 UTC 2025","TestCreateMeme","test_create_meme","",""
"","234","Try to fully update (replace) meme with invalid data","tests","Sun Dec 07 20:03:09 UTC 2025","passed","Sun Dec 07 20:03:10 UTC 2025","TestUpdateMeme","test_update_meme","",""
"","247","Try to read meme by unexisting id","tests","Sun Dec 07 20:03:08 UTC 2025","passed","Sun Dec 07 20:03:08 UTC 2025","TestReadMeme","test_read_meme","",""
"","260","Try to create a meme with invalid data","tests","Sun Dec 07 20:03:05 UTC 2025","passed","Sun Dec 07 20:03:05 UTC 2025","TestCreateMeme","test_create_meme","",""
"","252","Try to create a meme with wrong url","tests","Sun Dec 07 20:03:04 UTC 2025","passed","Sun Dec 07 20:03:04 UTC 2025","TestCreateMeme","test_create_meme","",""
"","388","Try to create a meme with invalid data","tests","Sun Dec 07 20:03:03 UTC 2025","passed","Sun Dec 07 20:03:04 UTC 2025","TestCreateMeme","test_create_meme","",""
