"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","272","Try to fully update (replace) meme with invalid data","tests","Thu Nov 20 17:26:50 UTC 2025","passed","Thu Nov 20 17:26:51 UTC 2025","TestUpdateMeme","test_update_meme","",""
"","273","Try to delete meme by its id without auth token","tests","Thu Nov 20 17:26:43 UTC 2025","passed","Thu Nov 20 17:26:43 UTC 2025","TestDeleteMeme","test_delete_meme","",""
"","276","Try to create a meme with wrong url","tests","Thu Nov 20 17:26:41 UTC 2025","passed","Thu Nov 20 17:26:41 UTC 2025","TestCreateMeme","test_create_meme","",""
"","713","Successful authorization","tests","Thu Nov 20 17:26:39 UTC 2025","passed","Thu Nov 20 17:26:40 UTC 2025","TestAuth","test_authorization","",""
"","273","Successfully update (replace) meme","tests","Thu Nov 20 17:26:48 UTC 2025","passed","Thu Nov 20 17:26:48 UTC 2025","TestUpdateMeme","test_update_meme","",""
"","285","Try to delete another user meme","tests","Thu Nov 20 17:26:43 UTC 2025","passed","Thu Nov 20 17:26:44 UTC 2025","TestDeleteMeme","test_delete_meme","",""
"","636","Successful authorization","tests","Thu Nov 20 17:26:40 UTC 2025","passed","Thu Nov 20 17:26:40 UTC 2025","TestAuth","test_authorization","",""
"","293","Try to delete meme with unexisting id","tests","Thu Nov 20 17:26:45 UTC 2025","passed","Thu Nov 20 17:26:45 UTC 2025","TestDeleteMeme","test_delete_meme","",""
"","415","Successfully create a meme","tests","Thu Nov 20 17:26:41 UTC 2025","passed","Thu Nov 20 17:26:41 UTC 2025","TestCreateMeme","test_create_meme","",""
"","712","Successful authorization","tests","Thu Nov 20 17:26:39 UTC 2025","passed","Thu Nov 20 17:26:40 UTC 2025","TestAuth","test_authorization","",""
"","273","Try to read meme by unexisting id","tests","Thu Nov 20 17:26:46 UTC 2025","passed","Thu Nov 20 17:26:47 UTC 2025","TestReadMeme","test_read_meme","",""
"","275","Successfully read meme by its id","tests","Thu Nov 20 17:26:49 UTC 2025","passed","Thu Nov 20 17:26:49 UTC 2025","TestReadMeme","test_read_meme","",""
"","279","Try to read all memes with wrong url","tests","Thu Nov 20 17:26:45 UTC 2025","passed","Thu Nov 20 17:26:45 UTC 2025","TestReadMeme","test_read_meme","",""
"","387","Successfully create a meme","tests","Thu Nov 20 17:26:41 UTC 2025","passed","Thu Nov 20 17:26:41 UTC 2025","TestCreateMeme","test_create_meme","",""
"","270","Try to read meme by id with wrong url","tests","Thu Nov 20 17:26:45 UTC 2025","passed","Thu Nov 20 17:26:45 UTC 2025","TestReadMeme","test_read_meme","",""
"","3956","Successfully read all memes","tests","Thu Nov 20 17:26:44 UTC 2025","passed","Thu Nov 20 17:26:48 UTC 2025","TestReadMeme","test_read_meme","",""
"","274","Try to fully update (replace) meme with invalid data","tests","Thu Nov 20 17:26:49 UTC 2025","passed","Thu Nov 20 17:26:50 UTC 2025","TestUpdateMeme","test_update_meme","",""
"","270","Try to create a meme without auth token","tests","Thu Nov 20 17:26:41 UTC 2025","passed","Thu Nov 20 17:26:42 UTC 2025","TestCreateMeme","test_create_meme","",""
"","617","Successful authorization","tests","Thu Nov 20 17:26:40 UTC 2025","passed","Thu Nov 20 17:26:40 UTC 2025","TestAuth","test_authorization","",""
"","273","Try to read meme by string id","tests","Thu Nov 20 17:26:47 UTC 2025","passed","Thu Nov 20 17:26:47 UTC 2025","TestReadMeme","test_read_meme","",""
"","281","Try to read all memes without auth token","tests","Thu Nov 20 17:26:44 UTC 2025","passed","Thu Nov 20 17:26:44 UTC 2025","TestReadMeme","test_read_meme","",""
"","274","Try to fully update another user meme","tests","Thu Nov 20 17:26:48 UTC 2025","passed","Thu Nov 20 17:26:48 UTC 2025","TestUpdateMeme","test_update_meme","",""
"","277","Try to delete meme by its id with wrong url","tests","Thu Nov 20 17:26:43 UTC 2025","passed","Thu Nov 20 17:26:44 UTC 2025","TestDeleteMeme","test_delete_meme","",""
"","277","Try to create a meme with invalid data","tests","Thu Nov 20 17:26:40 UTC 2025","passed","Thu Nov 20 17:26:41 UTC 2025","TestCreateMeme","test_create_meme","",""
"","398","Successfully create a meme","tests","Thu Nov 20 17:26:40 UTC 2025","passed","Thu Nov 20 17:26:40 UTC 2025","TestCreateMeme","test_create_meme","",""
"","339","Try to fully update (replace) meme with invalid data","tests","Thu Nov 20 17:26:51 UTC 2025","passed","Thu Nov 20 17:26:51 UTC 2025","TestUpdateMeme","test_update_meme","",""
"","281","Try to create a meme with invalid data","tests","Thu Nov 20 17:26:41 UTC 2025","passed","Thu Nov 20 17:26:42 UTC 2025","TestCreateMeme","test_create_meme","",""
"","270","Try to create a meme with invalid data","tests","Thu Nov 20 17:26:42 UTC 2025","passed","Thu Nov 20 17:26:42 UTC 2025","TestCreateMeme","test_create_meme","",""
"","372","Try to create a meme with invalid data","tests","Thu Nov 20 17:26:42 UTC 2025","passed","Thu Nov 20 17:26:42 UTC 2025","TestCreateMeme","test_create_meme","",""
"","702","Successful authorization","tests","Thu Nov 20 17:26:39 UTC 2025","passed","Thu Nov 20 17:26:40 UTC 2025","TestAuth","test_authorization","",""
"","542","Successfully delete meme by its id","tests","Thu Nov 20 17:26:43 UTC 2025","passed","Thu Nov 20 17:26:43 UTC 2025","TestDeleteMeme","test_delete_meme","",""
"","271","Try to fully update (replace) meme without auth token","tests","Thu Nov 20 17:26:48 UTC 2025","passed","Thu Nov 20 17:26:48 UTC 2025","TestUpdateMeme","test_update_meme","",""
"","283","Try to read meme by id without auth token","tests","Thu Nov 20 17:26:46 UTC 2025","passed","Thu Nov 20 17:26:47 UTC 2025","TestReadMeme","test_read_meme","",""
"","289","Try to fully update (replace) meme with invalid data","tests","Thu Nov 20 17:26:49 UTC 2025","passed","Thu Nov 20 17:26:49 UTC 2025","TestUpdateMeme","test_update_meme","",""
"","290","Try to fully update (replace) meme with wrong url","tests","Thu Nov 20 17:26:50 UTC 2025","passed","Thu Nov 20 17:26:50 UTC 2025","TestUpdateMeme","test_update_meme","",""
"","341","Unsuccessful authorization without necessary auth data","tests","Thu Nov 20 17:26:40 UTC 2025","passed","Thu Nov 20 17:26:40 UTC 2025","TestAuth","test_authorization","",""
